Description,Price,Rating,ReviewCount,Url,5StarPct,4StarPct,3StarPct,2StarPct,1StarPct,ReleaseDate,Brand,Manufacturer,Package Dimensions,Manufacturer Reference,Resolution,Processor Brand,Processor Type,Processor Speed,RAM Size,Computer Memory Type,Hard Drive Size,Hard Drive Description,Hard Drive Interface,Graphics Processor Manufacturer,Wireless Type,Voltage,Operating System,ASIN,Product Weight
"Victus Gaming Dizüstü Bilgisayar 15-fa0010nt, 12. Nesil Intel® Core™ i5-12450H, 16 GB Ram, NVIDIA GeForce RTX 3050, 512 GB SSD, 15,6 inç 144 Hz IPS 9 Ms, FreeDos, Performans Mavisi, 80D32EA","28.999,00 TL",,,https://www.amazon.com.tr/Diz%C3%BCst%C3%BC-Bilgisayar-15-fa0010nt-i5-12450H-Performans/dp/B0C69ZTHNJ/ref=sr_1_95?__mk_tr_TR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=6B9N7CEYX8L5&dib=eyJ2IjoiMSJ9.SF6I70nBy--_4RQ3At19F7YGHYoKPqkY4JGqaPLkbQDnOyATEjRNde7zlRDnY5wCZzfFp670mebHFlV3GqS7uVbYRN6zROKWaqCO6nrnmHE0z0PWkFrMgJgqqxZ6ySYKtlcIddCT7tR_46VbkbeueNbfVbczpsHL7no6z9Cq3gyTXFg_wHrpFvE5Udvwjpq9FFYrT65Q3xjKuCcm49JR6kXatSUItgjFzaBfcmzAnE648zYODBVnAs--pLirTPf35brs6rKKBvbOOWJVpW2nv74J4wjPOFQKyqTwENJZo0s.dhjbdhfcUk0Kyr9eYQh0nBoiA0mbtWSzYoflhcMFWLI&dib_tag=se&keywords=laptop&qid=1732832171&sr=8-95,Yorumların % 0 kadarı 5 yıldıza sahip,Yorumların % 0 kadarı 4 yıldıza sahip,Yorumların % 0 kadarı 3 yıldıza sahip,Yorumların % 0 kadarı 2 yıldıza sahip,Yorumların % 0 kadarı 1 yıldıza sahip,25 Mayıs 2023,‎HP,‎HP,,,,‎Intel,‎Core i5-12450H,‎4.4 GHz,‎16 GB,,‎512 GB,‎SSD,‎Solid State,‎NVIDIA,,,‎FreeDOS,‎B0C69ZTHNJ,
HP 255 G9 9M3H1AT08 Ryzen5 5625U 16GB 512SSD 15.6 FHD W11P Dizüstü Bilgisayar-CNT009,"13.799,00 TL",,,https://www.amazon.com.tr/HP-9M3H1AT08-Ryzen5-Diz%C3%BCst%C3%BC-Bilgisayar-CNT009/dp/B0DLL98CJ7/ref=sr_1_96?__mk_tr_TR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=6B9N7CEYX8L5&dib=eyJ2IjoiMSJ9.SF6I70nBy--_4RQ3At19F7YGHYoKPqkY4JGqaPLkbQDnOyATEjRNde7zlRDnY5wCZzfFp670mebHFlV3GqS7uVbYRN6zROKWaqCO6nrnmHE0z0PWkFrMgJgqqxZ6ySYKtlcIddCT7tR_46VbkbeueNbfVbczpsHL7no6z9Cq3gyTXFg_wHrpFvE5Udvwjpq9FFYrT65Q3xjKuCcm49JR6kXatSUItgjFzaBfcmzAnE648zYODBVnAs--pLirTPf35brs6rKKBvbOOWJVpW2nv74J4wjPOFQKyqTwENJZo0s.dhjbdhfcUk0Kyr9eYQh0nBoiA0mbtWSzYoflhcMFWLI&dib_tag=se&keywords=laptop&qid=1732832171&sr=8-96,Yorumların % 0 kadarı 5 yıldıza sahip,Yorumların % 0 kadarı 4 yıldıza sahip,Yorumların % 0 kadarı 3 yıldıza sahip,Yorumların % 0 kadarı 2 yıldıza sahip,Yorumların % 0 kadarı 1 yıldıza sahip,31 Ekim 2024,‎HP,‎HP,,,,‎AMD,‎Ryzen 5,‎4.3 GHz,‎16 GB,‎DDR4 SDRAM,,‎SSD,,,,,‎Windows 11 Pro,‎B0DLL98CJ7,
"ASUS ROG Strix G16 - G614JV-N3242W Gaming Dizüstü Bilgisayar,16 inç, Intel Core i7 13650HX Islemci 2.6 GHz, 16 GB RAM, 512 GB SSD,16"",RTX 4060 Laptop GPU 8GB GDDR6, W11","63.830,00 TL","5 yıldız üzerinden 4,8",5,https://www.amazon.com.tr/ASUS-ROG-Strix-G16-G614JV-N3242W/dp/B0D8BJFYYP/ref=sr_1_97?__mk_tr_TR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=6B9N7CEYX8L5&dib=eyJ2IjoiMSJ9.SF6I70nBy--_4RQ3At19F7YGHYoKPqkY4JGqaPLkbQDnOyATEjRNde7zlRDnY5wCZzfFp670mebHFlV3GqS7uVbYRN6zROKWaqCO6nrnmHE0z0PWkFrMgJgqqxZ6ySYKtlcIddCT7tR_46VbkbeueNbfVbczpsHL7no6z9Cq3gyTXFg_wHrpFvE5Udvwjpq9FFYrT65Q3xjKuCcm49JR6kXatSUItgjFzaBfcmzAnE648zYODBVnAs--pLirTPf35brs6rKKBvbOOWJVpW2nv74J4wjPOFQKyqTwENJZo0s.dhjbdhfcUk0Kyr9eYQh0nBoiA0mbtWSzYoflhcMFWLI&dib_tag=se&keywords=laptop&qid=1732832171&sr=8-97,Yorumların % 76 kadarı 5 yıldıza sahip,Yorumların % 24 kadarı 4 yıldıza sahip,Yorumların % 0 kadarı 3 yıldıza sahip,Yorumların % 0 kadarı 2 yıldıza sahip,Yorumların % 0 kadarı 1 yıldıza sahip,28 Haziran 2024,‎ASUS,‎ASUS,‎80 x 68 x 57 cm; 4 Kilogram,,,‎AMD,‎Core i7,‎2.6 GHz,‎16,,‎512 GB,‎SSD,‎Solid State,‎NVIDIA,‎Bluetooth,,‎Windows 11 Home,‎B0D8BJFYYP,‎4 Kilograms
Lenovo Ideapad 3 83ER00GCTR04 i5-12450H 8GB 512SSD 15.6 FHD W11P Dizüstü Bilgisayar-CNT002,"17.322,30 TL",,,https://www.amazon.com.tr/Lenovo-Ideapad-83ER00GCTR04-i5-12450H-Bilgisayar-CNT002/dp/B0DL32G9FZ/ref=sr_1_98?__mk_tr_TR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=6B9N7CEYX8L5&dib=eyJ2IjoiMSJ9.SF6I70nBy--_4RQ3At19F7YGHYoKPqkY4JGqaPLkbQDnOyATEjRNde7zlRDnY5wCZzfFp670mebHFlV3GqS7uVbYRN6zROKWaqCO6nrnmHE0z0PWkFrMgJgqqxZ6ySYKtlcIddCT7tR_46VbkbeueNbfVbczpsHL7no6z9Cq3gyTXFg_wHrpFvE5Udvwjpq9FFYrT65Q3xjKuCcm49JR6kXatSUItgjFzaBfcmzAnE648zYODBVnAs--pLirTPf35brs6rKKBvbOOWJVpW2nv74J4wjPOFQKyqTwENJZo0s.dhjbdhfcUk0Kyr9eYQh0nBoiA0mbtWSzYoflhcMFWLI&dib_tag=se&keywords=laptop&qid=1732832171&sr=8-98,Yorumların % 0 kadarı 5 yıldıza sahip,Yorumların % 0 kadarı 4 yıldıza sahip,Yorumların % 0 kadarı 3 yıldıza sahip,Yorumların % 0 kadarı 2 yıldıza sahip,Yorumların % 0 kadarı 1 yıldıza sahip,26 Ekim 2024,‎Lenovo,‎Lenovo,,,,‎Intel,‎Core i5,‎4.4 GHz,‎8 GB,‎SODIMM,,‎SSD,,,,,‎Windows 11 Pro,‎B0DL32G9FZ,
"Apple 2022 M2 çipli MacBook Air laptop 13.6 inç Liquid Retina ekran, 8GB RAM, 256 GB SSD depolama, arkadan aydınlatmalı klavye, 1080p FaceTime HD kamera. iPhone ve iPad ile uyumlu;​​​​​​​ Gece yarısı","35.399,00 TL","5 yıldız üzerinden 4,8",553,https://www.amazon.com.tr/Apple-MacBook-depolama-ayd%C4%B1nlatmal%C4%B1-FaceTime/dp/B0B3C556JD/ref=sr_1_99?__mk_tr_TR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=6B9N7CEYX8L5&dib=eyJ2IjoiMSJ9.SF6I70nBy--_4RQ3At19F7YGHYoKPqkY4JGqaPLkbQDnOyATEjRNde7zlRDnY5wCZzfFp670mebHFlV3GqS7uVbYRN6zROKWaqCO6nrnmHE0z0PWkFrMgJgqqxZ6ySYKtlcIddCT7tR_46VbkbeueNbfVbczpsHL7no6z9Cq3gyTXFg_wHrpFvE5Udvwjpq9FFYrT65Q3xjKuCcm49JR6kXatSUItgjFzaBfcmzAnE648zYODBVnAs--pLirTPf35brs6rKKBvbOOWJVpW2nv74J4wjPOFQKyqTwENJZo0s.dhjbdhfcUk0Kyr9eYQh0nBoiA0mbtWSzYoflhcMFWLI&dib_tag=se&keywords=laptop&qid=1732832171&sr=8-99,Yorumların % 90 kadarı 5 yıldıza sahip,Yorumların % 6 kadarı 4 yıldıza sahip,Yorumların % 1 kadarı 3 yıldıza sahip,Yorumların % 1 kadarı 2 yıldıza sahip,Yorumların % 2 kadarı 1 yıldıza sahip,,,,,,,,,,,,,,,,,,,,
HP 250 G10 8A540EA07 i5-1340P 32GB 512SSD 15.6 FullHD W11P Dizüstü Bilgisayar-CNT008,"23.099,00 TL",,,https://www.amazon.com.tr/HP-8A540EA07-i5-1340P-Diz%C3%BCst%C3%BC-Bilgisayar-CNT008/dp/B0CP479LLW/ref=sr_1_100?__mk_tr_TR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=6B9N7CEYX8L5&dib=eyJ2IjoiMSJ9.SF6I70nBy--_4RQ3At19F7YGHYoKPqkY4JGqaPLkbQDnOyATEjRNde7zlRDnY5wCZzfFp670mebHFlV3GqS7uVbYRN6zROKWaqCO6nrnmHE0z0PWkFrMgJgqqxZ6ySYKtlcIddCT7tR_46VbkbeueNbfVbczpsHL7no6z9Cq3gyTXFg_wHrpFvE5Udvwjpq9FFYrT65Q3xjKuCcm49JR6kXatSUItgjFzaBfcmzAnE648zYODBVnAs--pLirTPf35brs6rKKBvbOOWJVpW2nv74J4wjPOFQKyqTwENJZo0s.dhjbdhfcUk0Kyr9eYQh0nBoiA0mbtWSzYoflhcMFWLI&dib_tag=se&keywords=laptop&qid=1732832171&sr=8-100,Yorumların % 0 kadarı 5 yıldıza sahip,Yorumların % 0 kadarı 4 yıldıza sahip,Yorumların % 0 kadarı 3 yıldıza sahip,Yorumların % 0 kadarı 2 yıldıza sahip,Yorumların % 0 kadarı 1 yıldıza sahip,28 Kasım 2023,‎HP,‎HP,‎52 x 30.5 x 6.9 cm; 2.4 Kilogram,,‎1080p Full HD,‎Intel,‎Intel Core i5,‎4.6 GHz,‎32,‎DDR4 SDRAM,‎512 GB,‎SSD,‎Solid State,‎Intel,‎Bluetooth,,‎Windows,‎B0CP479LLW,‎2.4 Kilograms
"MSI KATANA 17 B13VEK-1036XTR Dizüstü Bilgisayar, Core I7-13620H, 17.3 FHD 144Hz, 16GB RAM, RTX4050 GDDR6 6GB, 1TB SSD, DOS","44.499,00 TL","5 yıldız üzerinden 3,9",3,https://www.amazon.com.tr/MSI-B13VEK-1036XTR-Diz%C3%BCst%C3%BC-Bilgisayar-I7-13620H/dp/B0CVZLTQ71/ref=sr_1_101?__mk_tr_TR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=6B9N7CEYX8L5&dib=eyJ2IjoiMSJ9.SF6I70nBy--_4RQ3At19F7YGHYoKPqkY4JGqaPLkbQDnOyATEjRNde7zlRDnY5wCZzfFp670mebHFlV3GqS7uVbYRN6zROKWaqCO6nrnmHE0z0PWkFrMgJgqqxZ6ySYKtlcIddCT7tR_46VbkbeueNbfVbczpsHL7no6z9Cq3gyTXFg_wHrpFvE5Udvwjpq9FFYrT65Q3xjKuCcm49JR6kXatSUItgjFzaBfcmzAnE648zYODBVnAs--pLirTPf35brs6rKKBvbOOWJVpW2nv74J4wjPOFQKyqTwENJZo0s.dhjbdhfcUk0Kyr9eYQh0nBoiA0mbtWSzYoflhcMFWLI&dib_tag=se&keywords=laptop&qid=1732832171&sr=8-101,Yorumların % 63 kadarı 5 yıldıza sahip,Yorumların % 0 kadarı 4 yıldıza sahip,Yorumların % 0 kadarı 3 yıldıza sahip,Yorumların % 37 kadarı 2 yıldıza sahip,Yorumların % 0 kadarı 1 yıldıza sahip,19 Şubat 2024,‎MSI,‎msi,‎52.8 x 33.2 x 9 cm; 2.6 Kilogram,‎4711377158992,,‎Intel,‎Core i7,‎4 GHz,‎16 GB,‎DDR DRAM,‎1 TB,‎SSD,‎Solid State,‎NVIDIA,,,‎DOS,‎B0CVZLTQ71,‎2.6 Kilograms
Asus ExpertBook B3 Flip B3402FBA-I58512B1D13 i5-1235U 24GB 512GB SSD 14 FullHD Touch W11P Dizüstü Bilgisayar,"27.150,05 TL","5 yıldız üzerinden 5,0",1,https://www.amazon.com.tr/ExpertBook-B3402FBA-I58512B1D13-i5-1235U-Diz%C3%BCst%C3%BC-Bilgisayar/dp/B0DGGPJQCS/ref=sr_1_102?__mk_tr_TR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=6B9N7CEYX8L5&dib=eyJ2IjoiMSJ9.SF6I70nBy--_4RQ3At19F7YGHYoKPqkY4JGqaPLkbQDnOyATEjRNde7zlRDnY5wCZzfFp670mebHFlV3GqS7uVbYRN6zROKWaqCO6nrnmHE0z0PWkFrMgJgqqxZ6ySYKtlcIddCT7tR_46VbkbeueNbfVbczpsHL7no6z9Cq3gyTXFg_wHrpFvE5Udvwjpq9FFYrT65Q3xjKuCcm49JR6kXatSUItgjFzaBfcmzAnE648zYODBVnAs--pLirTPf35brs6rKKBvbOOWJVpW2nv74J4wjPOFQKyqTwENJZo0s.dhjbdhfcUk0Kyr9eYQh0nBoiA0mbtWSzYoflhcMFWLI&dib_tag=se&keywords=laptop&qid=1732832171&sr=8-102,Yorumların % 100 kadarı 5 yıldıza sahip,Yorumların % 0 kadarı 4 yıldıza sahip,Yorumların % 0 kadarı 3 yıldıza sahip,Yorumların % 0 kadarı 2 yıldıza sahip,Yorumların % 0 kadarı 1 yıldıza sahip,2 Eylül 2024,‎ASUS,‎ASUS,,,‎1920 x 1080 Pixels,‎Intel,‎Intel Core i5,‎4.4 GHz,‎24 GB,‎DDR4 SDRAM,‎512 GB,‎SSD,‎Solid State,‎Intel,"‎Bluetooth, 801.11ac",,‎Windows 11 Pro,‎B0DGGPJQCS,
"MSI PRESTIGE 16 AI STUDIO B1VGG-059TR Dizüstü Bilgisayar, Core Ultra 9 185H, 16.0 UHD+ OLED, 32GB RAM, RTX4070 GDDR6 8GB, 2TB SSD, Windows 11 Pro, Koyu Gri","106.999,00 TL","5 yıldız üzerinden 4,0",1,https://www.amazon.com.tr/MSI-PRESTIGE-B1VGG-059TR-Diz%C3%BCst%C3%BC-Bilgisayar/dp/B0CTKRNL59/ref=sr_1_103?__mk_tr_TR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=6B9N7CEYX8L5&dib=eyJ2IjoiMSJ9.SF6I70nBy--_4RQ3At19F7YGHYoKPqkY4JGqaPLkbQDnOyATEjRNde7zlRDnY5wCZzfFp670mebHFlV3GqS7uVbYRN6zROKWaqCO6nrnmHE0z0PWkFrMgJgqqxZ6ySYKtlcIddCT7tR_46VbkbeueNbfVbczpsHL7no6z9Cq3gyTXFg_wHrpFvE5Udvwjpq9FFYrT65Q3xjKuCcm49JR6kXatSUItgjFzaBfcmzAnE648zYODBVnAs--pLirTPf35brs6rKKBvbOOWJVpW2nv74J4wjPOFQKyqTwENJZo0s.dhjbdhfcUk0Kyr9eYQh0nBoiA0mbtWSzYoflhcMFWLI&dib_tag=se&keywords=laptop&qid=1732832171&sr=8-103,Yorumların % 0 kadarı 5 yıldıza sahip,Yorumların % 100 kadarı 4 yıldıza sahip,Yorumların % 0 kadarı 3 yıldıza sahip,Yorumların % 0 kadarı 2 yıldıza sahip,Yorumların % 0 kadarı 1 yıldıza sahip,30 Ocak 2024,‎MSI,‎msi,‎49.8 x 33.8 x 8.8 cm; 3 Kilogram,,,‎Intel,‎Yok,‎4 GHz,‎32,,‎2,‎SSD,‎Solid State,‎NVIDIA,,,‎Windows 11 Pro,‎B0CTKRNL59,‎3 Kilograms
"MACK Cityfit MCC-701 Laptop Çantası, Erkekler ve Kadınlar için Profesyonel Bilgisayar Çantası, 13,3 inç - 14.1 inç Notebook Çantası, Evrak Çantası, Siyah","299,00 TL","5 yıldız üzerinden 4,6",98,https://www.amazon.com.tr/sspa/click?ie=UTF8&spc=MTo4NjI2MDExNTcyNTQyNTc0OjE3MzI4MzIxNzE6c3BfYnRmOjMwMDQwMjk3NTQ5OTYzMjo6MDo6&url=%2FMACK-MCC-701-Notebook-%25C3%2587antas%25C4%25B1-Siyah%2Fdp%2FB0BZSP8WY2%2Fref%3Dsr_1_105_sspa%3F__mk_tr_TR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26crid%3D6B9N7CEYX8L5%26dib%3DeyJ2IjoiMSJ9.SF6I70nBy--_4RQ3At19F7YGHYoKPqkY4JGqaPLkbQDnOyATEjRNde7zlRDnY5wCZzfFp670mebHFlV3GqS7uVbYRN6zROKWaqCO6nrnmHE0z0PWkFrMgJgqqxZ6ySYKtlcIddCT7tR_46VbkbeueNbfVbczpsHL7no6z9Cq3gyTXFg_wHrpFvE5Udvwjpq9FFYrT65Q3xjKuCcm49JR6kXatSUItgjFzaBfcmzAnE648zYODBVnAs--pLirTPf35brs6rKKBvbOOWJVpW2nv74J4wjPOFQKyqTwENJZo0s.dhjbdhfcUk0Kyr9eYQh0nBoiA0mbtWSzYoflhcMFWLI%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1732832171%26sr%3D8-105-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Yorumların % 80 kadarı 5 yıldıza sahip,Yorumların % 11 kadarı 4 yıldıza sahip,Yorumların % 4 kadarı 3 yıldıza sahip,Yorumların % 0 kadarı 2 yıldıza sahip,Yorumların % 5 kadarı 1 yıldıza sahip,28 Mart 2023,‎Mack,‎MACK,,,,,,,,,,,,,,,,‎B0BZSP8WY2,‎260 g
TahTicMer Pilot Çantası Orta Boy Evrak Laptop Notebook Çantası Teknik Servis çantası Lüx Kasalı Pilot Hostes Çantası Siyah,"1.499,99 TL","5 yıldız üzerinden 4,6",5,https://www.amazon.com.tr/sspa/click?ie=UTF8&spc=MTo4NjI2MDExNTcyNTQyNTc0OjE3MzI4MzIxNzE6c3BfYnRmOjMwMDM2OTYyODUxNDYzMjo6MDo6&url=%2FTahTicMer-%25C3%2587antas%25C4%25B1-Laptop-Notebook-%25C3%25A7antas%25C4%25B1%2Fdp%2FB0C2VX53HX%2Fref%3Dsr_1_106_sspa%3F__mk_tr_TR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26crid%3D6B9N7CEYX8L5%26dib%3DeyJ2IjoiMSJ9.SF6I70nBy--_4RQ3At19F7YGHYoKPqkY4JGqaPLkbQDnOyATEjRNde7zlRDnY5wCZzfFp670mebHFlV3GqS7uVbYRN6zROKWaqCO6nrnmHE0z0PWkFrMgJgqqxZ6ySYKtlcIddCT7tR_46VbkbeueNbfVbczpsHL7no6z9Cq3gyTXFg_wHrpFvE5Udvwjpq9FFYrT65Q3xjKuCcm49JR6kXatSUItgjFzaBfcmzAnE648zYODBVnAs--pLirTPf35brs6rKKBvbOOWJVpW2nv74J4wjPOFQKyqTwENJZo0s.dhjbdhfcUk0Kyr9eYQh0nBoiA0mbtWSzYoflhcMFWLI%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1732832171%26sr%3D8-106-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Yorumların % 63 kadarı 5 yıldıza sahip,Yorumların % 37 kadarı 4 yıldıza sahip,Yorumların % 0 kadarı 3 yıldıza sahip,Yorumların % 0 kadarı 2 yıldıza sahip,Yorumların % 0 kadarı 1 yıldıza sahip,,,,,,,,,,,,,,,,,,,,
fiigo Laptop Standı Katlanabilir Çok Fonksiyonlu 360 Derece Dönebilen Metal Grey,"1.299,00 TL","5 yıldız üzerinden 5,0",2,https://www.amazon.com.tr/sspa/click?ie=UTF8&spc=MTo4NjI2MDExNTcyNTQyNTc0OjE3MzI4MzIxNzE6c3BfYnRmOjMwMDE4NzYxMzEyODczMjo6MDo6&url=%2Ffiigo-Laptop-Katlanabilir-Fonksiyonlu-D%25C3%25B6nebilen%2Fdp%2FB0D187GW3Z%2Fref%3Dsr_1_107_sspa%3F__mk_tr_TR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26crid%3D6B9N7CEYX8L5%26dib%3DeyJ2IjoiMSJ9.SF6I70nBy--_4RQ3At19F7YGHYoKPqkY4JGqaPLkbQDnOyATEjRNde7zlRDnY5wCZzfFp670mebHFlV3GqS7uVbYRN6zROKWaqCO6nrnmHE0z0PWkFrMgJgqqxZ6ySYKtlcIddCT7tR_46VbkbeueNbfVbczpsHL7no6z9Cq3gyTXFg_wHrpFvE5Udvwjpq9FFYrT65Q3xjKuCcm49JR6kXatSUItgjFzaBfcmzAnE648zYODBVnAs--pLirTPf35brs6rKKBvbOOWJVpW2nv74J4wjPOFQKyqTwENJZo0s.dhjbdhfcUk0Kyr9eYQh0nBoiA0mbtWSzYoflhcMFWLI%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1732832171%26sr%3D8-107-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Yorumların % 100 kadarı 5 yıldıza sahip,Yorumların % 0 kadarı 4 yıldıza sahip,Yorumların % 0 kadarı 3 yıldıza sahip,Yorumların % 0 kadarı 2 yıldıza sahip,Yorumların % 0 kadarı 1 yıldıza sahip,9 Nisan 2024,‎fiigo,‎fiigo,,,,,,,,,,,,,,,,‎B0D187GW3Z,
Necati Çanta Laptop Evrak Çantası Parlak Taba,"1.200,00 TL",,,https://www.amazon.com.tr/sspa/click?ie=UTF8&spc=MTo4NjI2MDExNTcyNTQyNTc0OjE3MzI4MzIxNzE6c3BfYnRmOjMwMDEzODQ4MzgwNjgzMjo6MDo6&url=%2FNecati-%25C3%2587anta-Laptop-%25C3%2587antas%25C4%25B1-Parlak%2Fdp%2FB0CKBZ2ZJX%2Fref%3Dsr_1_108_sspa%3F__mk_tr_TR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26crid%3D6B9N7CEYX8L5%26dib%3DeyJ2IjoiMSJ9.SF6I70nBy--_4RQ3At19F7YGHYoKPqkY4JGqaPLkbQDnOyATEjRNde7zlRDnY5wCZzfFp670mebHFlV3GqS7uVbYRN6zROKWaqCO6nrnmHE0z0PWkFrMgJgqqxZ6ySYKtlcIddCT7tR_46VbkbeueNbfVbczpsHL7no6z9Cq3gyTXFg_wHrpFvE5Udvwjpq9FFYrT65Q3xjKuCcm49JR6kXatSUItgjFzaBfcmzAnE648zYODBVnAs--pLirTPf35brs6rKKBvbOOWJVpW2nv74J4wjPOFQKyqTwENJZo0s.dhjbdhfcUk0Kyr9eYQh0nBoiA0mbtWSzYoflhcMFWLI%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1732832171%26sr%3D8-108-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Yorumların % 0 kadarı 5 yıldıza sahip,Yorumların % 0 kadarı 4 yıldıza sahip,Yorumların % 0 kadarı 3 yıldıza sahip,Yorumların % 0 kadarı 2 yıldıza sahip,Yorumların % 0 kadarı 1 yıldıza sahip,,,,,,,,,,,,,,,,,,,,
5 Parça Set Sırt Çantası Kadın Sırt Çantası Laptop Çantası Su Geçirmez Seyahat Öğrenci Okul Çantası Seyahat Sırt Çantası Omuz Çantası Büyük Kapasiteli Aksesuarlarla,"1.059,00 TL","5 yıldız üzerinden 5,0",1,https://www.amazon.com.tr/sspa/click?ie=UTF8&spc=MTo0MjMyNDgyMDk0NDgwMDk6MTczMjgzMjk3OTpzcF9hdGZfbmV4dDoyMDE1OTM3NDgzMDM5ODo6MDo6&url=%2F%25C3%2587antas%25C4%25B1-Ge%25C3%25A7irmez-Seyahat-Kapasiteli-Aksesuarlarla%2Fdp%2FB0C1Z6GHZZ%2Fref%3Dsr_1_97_sspa%3F__mk_tr_TR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26crid%3D6B9N7CEYX8L5%26dib%3DeyJ2IjoiMSJ9.YgT6-I8uNoWZJtNP7w3-gOZ_TdW7Ky-s870lZFKrZfgxW-PGuD8QJhwx2QersXyi-naoxKj38TATE_0OXArhE_NIis4f6bpDjVMFzr_xBlSNodnaP5Ln0tJ1SXguWKhOKtD9AWeNYoWT8m9FwvbajPqTLE-gwCTnghEw1i5hZ9_6tQx0hex6l1BmHwDKxXztsENZB4SsIytSvREO6zGKei0YWE4YY2t-uPidguKuWHGdhEPmp8EIKMhNCmdDnJCtHoe3nM6UlAnXvbYK4lWDWuJ1MdWscpvsmJi6Wl0whjs.c9agnkAQLh-YDHELfkoOsmagBAeECCMm3atJC8N9i3w%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1732832978%26sr%3D8-97-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Yorumların % 100 kadarı 5 yıldıza sahip,Yorumların % 0 kadarı 4 yıldıza sahip,Yorumların % 0 kadarı 3 yıldıza sahip,Yorumların % 0 kadarı 2 yıldıza sahip,Yorumların % 0 kadarı 1 yıldıza sahip,,,,,,,,,,,,,,,,,,,,
Necati Çanta 17 İnç Evrak Ve Laptop Çantsı Gri,"445,20 TL",,,https://www.amazon.com.tr/sspa/click?ie=UTF8&spc=MTo0MjMyNDgyMDk0NDgwMDk6MTczMjgzMjk3OTpzcF9hdGZfbmV4dDozMDAxMzg0ODM4MDk5MzI6OjA6Og&url=%2FNecati-%25C3%2587anta-Evrak-Laptop-%25C3%2587ants%25C4%25B1%2Fdp%2FB0CKBZG6VL%2Fref%3Dsr_1_98_sspa%3F__mk_tr_TR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26crid%3D6B9N7CEYX8L5%26dib%3DeyJ2IjoiMSJ9.YgT6-I8uNoWZJtNP7w3-gOZ_TdW7Ky-s870lZFKrZfgxW-PGuD8QJhwx2QersXyi-naoxKj38TATE_0OXArhE_NIis4f6bpDjVMFzr_xBlSNodnaP5Ln0tJ1SXguWKhOKtD9AWeNYoWT8m9FwvbajPqTLE-gwCTnghEw1i5hZ9_6tQx0hex6l1BmHwDKxXztsENZB4SsIytSvREO6zGKei0YWE4YY2t-uPidguKuWHGdhEPmp8EIKMhNCmdDnJCtHoe3nM6UlAnXvbYK4lWDWuJ1MdWscpvsmJi6Wl0whjs.c9agnkAQLh-YDHELfkoOsmagBAeECCMm3atJC8N9i3w%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1732832978%26sr%3D8-98-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Yorumların % 0 kadarı 5 yıldıza sahip,Yorumların % 0 kadarı 4 yıldıza sahip,Yorumların % 0 kadarı 3 yıldıza sahip,Yorumların % 0 kadarı 2 yıldıza sahip,Yorumların % 0 kadarı 1 yıldıza sahip,,,,,,,,,,,,,,,,,,,,
